symmetric,input_dim,latent_dim,ratio,hidden_layers,seed,mse_mean,mse_std,mse_p95,mae_mean,mae_std
False,512,4,73.14285714285714,2,6,83.23983,319.48358,125.11774444580078,5.502313,5.9272895
True,512,4,73.14285714285714,2,7,36.808014,47.603806,153.8552474975586,4.4826612,2.858311
False,512,4,73.14285714285714,2,7,78.77434,249.53491,215.60565185546875,5.514656,5.502883
True,512,4,73.14285714285714,2,8,54.347527,58.908607,142.9607925415039,5.597241,2.9634523
False,512,4,73.14285714285714,2,8,61.85949,176.72186,172.4193572998047,5.0848722,4.775932
True,512,4,73.14285714285714,2,9,31.649313,32.11869,101.24199295043945,4.304638,2.0544853
False,512,4,73.14285714285714,2,9,489.08624,2803.584,410.170166015625,9.285902,16.836199
True,512,8,46.54545454545455,2,0,69.79349,144.7154,219.7870101928711,5.6865807,4.618314
False,512,8,46.54545454545455,2,0,55.146034,84.97958,211.50926971435547,5.2312717,3.9049933
True,512,8,46.54545454545455,2,1,36.247696,35.124157,115.70465087890625,4.645431,2.4237208
False,512,8,46.54545454545455,2,1,81.01135,326.3011,168.35665130615234,5.244513,5.9578314
True,512,8,46.54545454545455,2,2,38.87619,63.398968,108.13710403442383,4.5352054,3.1110976
False,512,8,46.54545454545455,2,2,85.31234,334.28888,107.80259704589844,5.511455,5.943954
True,512,8,46.54545454545455,2,3,35.935394,31.930435,102.15400314331055,4.65282,2.3243246
False,512,8,46.54545454545455,2,3,95.93668,293.37808,176.9131317138672,6.3222346,5.885981
True,512,8,46.54545454545455,2,4,49.68504,97.6053,151.98001861572266,4.8973813,3.7097385
False,512,8,46.54545454545455,2,4,108.86332,459.52252,166.79634857177734,5.7014437,7.1730785
True,512,8,46.54545454545455,2,5,27.634983,23.422306,74.62127304077148,4.065707,1.8712211
False,512,8,46.54545454545455,2,5,213.66809,1201.46,166.51712036132812,6.33956,11.126769
True,512,8,46.54545454545455,2,6,55.95088,138.94193,154.00221252441406,5.058559,4.172941
False,512,8,46.54545454545455,2,6,60.429382,224.66078,70.46976661682129,4.886988,4.759867
True,512,8,46.54545454545455,2,7,56.026726,95.07864,200.56302642822266,5.337499,3.9973183
False,512,8,46.54545454545455,2,7,79.594246,332.50803,115.50215911865234,5.1607237,5.8914485
True,512,8,46.54545454545455,2,8,41.719677,64.86693,141.3331527709961,4.5935655,3.2357569
False,512,8,46.54545454545455,2,8,66.248085,153.48604,167.08335876464844,5.4670086,4.6000476
True,512,8,46.54545454545455,2,9,102.96256,284.1863,241.43380737304688,6.6426983,5.8834267
False,512,8,46.54545454545455,2,9,65.03187,217.31926,155.38175201416016,5.0736537,4.9708743
True,512,16,26.94736842105263,2,0,33.498993,33.479744,93.39609146118164,4.418123,2.310215
False,512,16,26.94736842105263,2,0,109.59463,561.7884,101.02494812011719,5.129293,7.6948385
True,512,16,26.94736842105263,2,1,35.335377,46.849106,79.52093505859375,4.391603,2.587912
False,512,16,26.94736842105263,2,1,138.36461,432.97028,286.4254837036133,7.6031666,6.97216
True,512,16,26.94736842105263,2,2,25.98172,22.095915,70.37284851074219,4.011863,1.758157
False,512,16,26.94736842105263,2,2,124.47142,393.68298,260.0389099121094,7.283212,6.495846
True,512,16,26.94736842105263,2,3,59.27979,237.64784,73.81775283813477,4.5003986,5.0572224
False,512,16,26.94736842105263,2,3,38.02755,67.50826,107.5849609375,4.5305614,2.892335
True,512,16,26.94736842105263,2,4,56.155823,97.17916,175.58348083496094,5.2596054,3.8911927
False,512,16,26.94736842105263,2,4,97.72589,349.3021,206.0229721069336,5.9026937,6.447488
True,512,16,26.94736842105263,2,5,73.84487,69.017685,236.90110778808594,6.609931,3.5025847
False,512,16,26.94736842105263,2,5,45.78099,106.92934,134.5675506591797,4.5635805,3.7471542
True,512,16,26.94736842105263,2,6,79.86691,203.99976,143.21173858642578,6.0642424,4.8136816
False,512,16,26.94736842105263,2,6,58.600155,209.6828,115.83288192749023,4.609507,4.9281874
True,512,16,26.94736842105263,2,7,61.13375,291.9171,63.447998046875,4.1896534,5.4626317
False,512,16,26.94736842105263,2,7,54.59926,142.67616,151.74817657470703,5.0033293,4.184796
True,512,16,26.94736842105263,2,8,75.49484,152.63557,153.3870620727539,6.1657276,4.3373036
False,512,16,26.94736842105263,2,8,72.46379,196.28925,168.52642822265625,5.6845374,4.9397416
True,512,16,26.94736842105263,2,9,21.537704,25.728636,37.0996150970459,3.5254197,1.7742156
False,512,16,26.94736842105263,2,9,48.39961,99.419426,134.7366180419922,4.82996,3.748401
True,512,32,14.628571428571428,2,0,41.231873,161.30913,52.93124008178711,3.886725,4.117302
False,512,32,14.628571428571428,2,0,40.22279,129.1486,97.91541290283203,3.99073,3.8838482
True,512,32,14.628571428571428,2,1,36.205288,49.6189,103.14806365966797,4.461715,2.7755535
False,512,32,14.628571428571428,2,1,37.24069,122.02911,55.960981369018555,3.9232635,3.6034546
True,512,32,14.628571428571428,2,2,24.512451,40.05321,77.32494735717773,3.5202,2.4495966
False,512,32,14.628571428571428,2,2,86.27123,147.06638,214.4831771850586,6.6597896,4.6679873
True,512,32,14.628571428571428,2,3,25.502092,31.745094,73.77202033996582,3.7446308,2.061867
False,512,32,14.628571428571428,2,3,67.947075,322.97446,63.52173614501953,4.430119,5.738404
True,512,32,14.628571428571428,2,4,51.299187,167.97891,91.76443099975586,4.567677,4.3214183
False,512,32,14.628571428571428,2,4,45.279522,122.58999,157.48450469970703,4.4085827,3.9169714
True,512,32,14.628571428571428,2,5,38.618862,124.01353,85.513671875,4.0096493,3.8026862
False,512,32,14.628571428571428,2,5,43.70506,152.92755,71.31262969970703,4.1466312,4.180133
True,512,32,14.628571428571428,2,6,56.099743,78.518105,128.00474548339844,5.665535,3.2233114
False,512,32,14.628571428571428,2,6,53.31274,218.9233,88.37081527709961,4.155005,4.8861666
True,512,32,14.628571428571428,2,7,55.59656,77.62056,138.34606170654297,5.574413,3.327258
False,512,32,14.628571428571428,2,7,71.190735,309.3184,121.55011367797852,4.6057405,5.856654
True,512,32,14.628571428571428,2,8,65.47887,162.90512,122.2817611694336,5.5439224,4.3326445
False,512,32,14.628571428571428,2,8,72.29519,312.06964,106.5644645690918,4.7067957,5.820319
True,512,32,14.628571428571428,2,9,43.395,88.674416,161.5794219970703,4.4889207,3.6123118
False,512,32,14.628571428571428,2,9,28.317026,51.458183,91.50493621826172,3.7700226,2.7578962
True,512,64,7.641791044776119,2,0,24.496122,34.673027,56.81484031677246,3.6728468,2.0464938
False,512,64,7.641791044776119,2,0,25.15576,40.347683,78.30629348754883,3.6303942,2.4196265
True,512,64,7.641791044776119,2,1,34.22066,85.878456,93.77330780029297,3.916953,3.2937176
False,512,64,7.641791044776119,2,1,47.431786,74.12124,144.8816146850586,4.9613533,3.383167
